MERCHANT,ACCT_STATUS_K_USD,CONTRACT_DURATION_MONTH,HISTORY,CREDIT_PROGRAM,AMOUNT_K_USD,ACCOUNT_TYPE,ACCT_AGE,STATE,IS_URBAN,IS_XBORDER,SELF_REPORTED_ASMT,CO_APPLICANT,GUARANTOR,PRESENT_RESIDENT,OWN_REAL_ESTATE,PROP_UNKN,ESTABLISHED_MONTH,OTHER_INSTALL_PLAN,RENT,OWN_RESIDENCE,NUMBER_CREDITS,RFM_SCORE,BRANCHES,TELEPHONE,SHIP_INTERNATIONAL,IS_DEFAULT
8,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","USED CAR",6948,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",35,"NO","YES","NO",1,4,1,"YES","NO","No"
9,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",3059,"above 1000 K USD","4 to 7 YRS","NJ","YES","NO","NO","NO","NO","4","YES","NO",61,"NO","NO","YES",1,2,1,"NO","NO","No"
10,"0 to 200 USD",30,"CRITICAL ACCOUNT","NEW CAR",5234,"up to 100 K USD","TBD","NY","NO","NO","YES","NO","NO","2 to 3 YRS","NO","NO",28,"NO","NO","YES",2,4,1,"NO","NO","Yes"
11,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1295,"up to 100 K USD","up to 1 YR","CT","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",25,"NO","YES","NO",1,3,1,"NO","NO","Yes"
12,"0 USD",48,"EXISTING CREDITS PAID BACK","RETRAINING",4308,"up to 100 K USD","up to 1 YR","CT","NO","NO","NO","NO","NO","4","NO","NO",24,"NO","YES","NO",1,3,1,"NO","NO","Yes"
13,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1567,"up to 100 K USD","1 to 4 YRS","PA","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",22,"NO","NO","YES",1,3,1,"YES","NO","No"
14,"0 USD",24,"CRITICAL ACCOUNT","NEW CAR",1199,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",60,"NO","NO","YES",2,2,1,"NO","NO","Yes"
15,"0 USD",15,"EXISTING CREDITS PAID BACK","NEW CAR",1403,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","4","NO","NO",28,"NO","YES","NO",1,3,1,"NO","NO","No"
16,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",1282,"100 to 500 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",32,"NO","NO","YES",1,2,1,"NO","NO","Yes"
17,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",2424,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",53,"NO","NO","YES",2,3,1,"NO","NO","No"
18,"0 USD",30,"NONE TAKEN","RETRAINING",8072,"UNKNOWN/NONE","up to 1 YR","NJ","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",25,"YES","NO","YES",3,3,1,"NO","NO","No"
19,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","USED CAR",12579,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","YES",44,"NO","NO","NO",1,4,1,"YES","NO","Yes"
20,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3430,"500 to 1000 K USD","above 7 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",31,"NO","NO","YES",1,3,2,"YES","NO","No"
21,"NONE",9,"CRITICAL ACCOUNT","NEW CAR",2134,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",48,"NO","NO","YES",3,3,1,"YES","NO","No"
22,"0 USD",6,"EXISTING CREDITS PAID BACK","ELECTRONICS",2647,"500 to 1000 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",44,"NO","YES","NO",1,3,2,"NO","NO","No"
23,"0 USD",10,"CRITICAL ACCOUNT","NEW CAR",2241,"up to 100 K USD","up to 1 YR","PA","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",48,"NO","YES","NO",2,2,2,"NO","YES","No"
24,"0 to 200 USD",12,"CRITICAL ACCOUNT","USED CAR",1804,"100 to 500 K USD","up to 1 YR","CT","NO","YES","NO","NO","NO","4","NO","NO",44,"NO","NO","YES",1,3,1,"NO","NO","No"
25,"NONE",10,"CRITICAL ACCOUNT","FURNITURE",2069,"UNKNOWN/NONE","1 to 4 YRS","NJ","NO","NO","YES","NO","NO","1 to 2 YRS","NO","NO",26,"NO","NO","YES",2,3,1,"NO","YES","No"
26,"0 USD",6,"EXISTING CREDITS PAID BACK","FURNITURE",1374,"up to 100 K USD","1 to 4 YRS","PA","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",36,"YES","NO","YES",1,2,1,"YES","NO","No"
27,"NONE",6,"NONE TAKEN","ELECTRONICS",426,"up to 100 K USD","above 7 YRS","NY","NO","NO","YES","NO","NO","4","NO","NO",39,"NO","NO","YES",1,2,1,"NO","NO","No"
28,"above 200 USD",12,"ALL CREDITS PAID BACK","ELECTRONICS",409,"above 1000 K USD","1 to 4 YRS","CT","NO","NO","NO","NO","NO","above 4 YRS","YES","NO",42,"NO","YES","NO",2,3,1,"NO","NO","No"
29,"0 to 200 USD",7,"EXISTING CREDITS PAID BACK","ELECTRONICS",2415,"up to 100 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","YES","2 to 3 YRS","YES","NO",34,"NO","NO","YES",1,3,1,"NO","NO","No"
30,"0 USD",60,"DELAY IN PAST","RETRAINING",6836,"up to 100 K USD","above 7 YRS","CT","NO","YES","NO","NO","NO","4","NO","YES",63,"NO","NO","YES",2,3,1,"YES","NO","Yes"
31,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","RETRAINING",1913,"above 1000 K USD","up to 1 YR","CT","NO","NO","YES","NO","NO","above 4 YRS","YES","NO",36,"YES","NO","YES",1,3,1,"YES","NO","No"
32,"0 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",4020,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",27,"YES","NO","YES",1,3,1,"NO","NO","No"
33,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",5866,"100 to 500 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",30,"NO","NO","YES",2,3,1,"YES","NO","No"
34,"NONE",12,"CRITICAL ACCOUNT","RETRAINING",1264,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",57,"NO","YES","NO",1,2,1,"NO","NO","No"
35,"above 200 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",1474,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",33,"YES","NO","YES",1,4,1,"YES","NO","No"
36,"0 to 200 USD",45,"CRITICAL ACCOUNT","ELECTRONICS",4746,"up to 100 K USD","up to 1 YR","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",25,"NO","NO","YES",2,2,1,"NO","NO","Yes"
37,"NONE",48,"CRITICAL ACCOUNT","EDUCATION",6110,"up to 100 K USD","1 to 4 YRS","PA","NO","YES","NO","NO","NO","above 4 YRS","NO","YES",31,"YES","NO","NO",1,3,1,"YES","NO","No"
38,"above 200 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",2100,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","YES","NO","2 to 3 YRS","YES","NO",37,"YES","NO","YES",1,3,1,"NO","NO","Yes"
39,"above 200 USD",10,"EXISTING CREDITS PAID BACK","OTHER",1225,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",37,"NO","NO","YES",1,3,1,"YES","NO","No"
40,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",458,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",24,"NO","NO","YES",1,3,1,"NO","NO","No"
41,"NONE",30,"EXISTING CREDITS PAID BACK","ELECTRONICS",2333,"500 to 1000 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",30,"YES","NO","YES",1,4,1,"NO","NO","No"
42,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1158,"500 to 1000 K USD","1 to 4 YRS","CT","YES","NO","NO","NO","NO","1 to 2 YRS","NO","NO",26,"NO","NO","YES",1,3,1,"YES","NO","No"
43,"0 to 200 USD",18,"DELAY IN PAST","OTHER",6204,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","4","YES","NO",44,"NO","NO","YES",1,2,2,"YES","NO","No"
44,"0 USD",30,"CRITICAL ACCOUNT","USED CAR",6187,"100 to 500 K USD","4 to 7 YRS","PA","NO","NO","YES","NO","NO","4","NO","NO",24,"NO","YES","NO",2,3,1,"NO","NO","No"
45,"0 USD",48,"CRITICAL ACCOUNT","USED CAR",6143,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","4","NO","YES",58,"YES","NO","NO",2,2,1,"NO","NO","Yes"
46,"NONE",11,"CRITICAL ACCOUNT","NEW CAR",1393,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","4","NO","NO",35,"NO","NO","YES",2,4,1,"NO","NO","No"
47,"NONE",36,"EXISTING CREDITS PAID BACK","ELECTRONICS",2299,"500 to 1000 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",39,"NO","NO","YES",1,3,1,"NO","NO","No"
48,"0 USD",6,"EXISTING CREDITS PAID BACK","USED CAR",1352,"500 to 1000 K USD","TBD","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",23,"NO","YES","NO",1,1,1,"YES","NO","No"
49,"NONE",11,"CRITICAL ACCOUNT","NEW CAR",7228,"up to 100 K USD","1 to 4 YRS","PA","NO","YES","NO","NO","NO","4","NO","NO",39,"NO","NO","YES",2,2,1,"NO","NO","No"
50,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",2073,"100 to 500 K USD","1 to 4 YRS","NY","NO","NO","NO","YES","NO","2 to 3 YRS","YES","NO",28,"NO","NO","YES",1,3,1,"NO","NO","No"
51,"0 to 200 USD",24,"DELAY IN PAST","FURNITURE",2333,"UNKNOWN/NONE","up to 1 YR","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",29,"YES","NO","YES",1,2,1,"NO","NO","No"
52,"0 to 200 USD",27,"DELAY IN PAST","USED CAR",5965,"up to 100 K USD","above 7 YRS","PA","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",30,"NO","NO","YES",2,4,1,"YES","NO","No"
53,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1262,"up to 100 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",25,"NO","NO","YES",1,3,1,"NO","NO","No"
54,"NONE",18,"EXISTING CREDITS PAID BACK","USED CAR",3378,"UNKNOWN/NONE","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","1 to 2 YRS","NO","NO",31,"NO","NO","YES",1,3,1,"YES","NO","No"
55,"0 to 200 USD",36,"DELAY IN PAST","NEW CAR",2225,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",57,"YES","NO","NO",2,3,1,"YES","NO","Yes"
56,"NONE",6,"ALL CREDITS PAID BACK","NEW CAR",783,"UNKNOWN/NONE","1 to 4 YRS","PA","NO","YES","NO","NO","YES","2 to 3 YRS","YES","NO",26,"YES","NO","YES",1,2,2,"NO","NO","No"
57,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",6468,"UNKNOWN/NONE","TBD","NJ","NO","YES","NO","NO","NO","1 to 2 YRS","NO","YES",52,"NO","NO","YES",1,4,1,"YES","NO","Yes"
58,"NONE",36,"CRITICAL ACCOUNT","ELECTRONICS",9566,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",31,"YES","NO","YES",2,3,1,"NO","NO","No"
59,"above 200 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",1961,"up to 100 K USD","above 7 YRS","CT","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",23,"NO","NO","YES",1,4,1,"NO","NO","No"
60,"0 USD",36,"CRITICAL ACCOUNT","FURNITURE",6229,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","YES","NO","4","NO","YES",23,"NO","YES","NO",2,2,1,"YES","NO","Yes"
61,"0 to 200 USD",9,"EXISTING CREDITS PAID BACK","RETRAINING",1391,"up to 100 K USD","1 to 4 YRS","NJ","NO","NO","YES","NO","NO","1 to 2 YRS","YES","NO",27,"YES","NO","YES",1,3,1,"YES","NO","No"
62,"0 to 200 USD",15,"CRITICAL ACCOUNT","ELECTRONICS",1537,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","YES","4","YES","NO",50,"NO","NO","YES",2,3,1,"YES","NO","No"
63,"0 to 200 USD",36,"NONE TAKEN","RETRAINING",1953,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",61,"NO","NO","NO",1,4,1,"YES","NO","Yes"
64,"0 to 200 USD",48,"NONE TAKEN","RETRAINING",14421,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",25,"NO","NO","YES",1,3,1,"YES","NO","Yes"
65,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",3181,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","4","NO","NO",26,"NO","NO","YES",1,3,1,"YES","NO","No"
66,"NONE",27,"EXISTING CREDITS PAID BACK","OTHER",5190,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",48,"NO","NO","YES",4,3,2,"YES","NO","No"
67,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",2171,"up to 100 K USD","up to 1 YR","NJ","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",29,"YES","NO","YES",1,3,1,"NO","NO","No"
68,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1007,"above 1000 K USD","1 to 4 YRS","NY","NO","NO","YES","NO","NO","1 to 2 YRS","YES","NO",22,"NO","NO","YES",1,3,1,"NO","NO","No"
69,"NONE",36,"EXISTING CREDITS PAID BACK","EDUCATION",1819,"up to 100 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",37,"YES","NO","NO",1,3,1,"YES","NO","Yes"
70,"NONE",36,"EXISTING CREDITS PAID BACK","ELECTRONICS",2394,"UNKNOWN/NONE","1 to 4 YRS","NY","NO","NO","NO","NO","NO","4","NO","NO",25,"NO","NO","YES",1,3,1,"NO","NO","No"
71,"NONE",36,"EXISTING CREDITS PAID BACK","USED CAR",8133,"up to 100 K USD","1 to 4 YRS","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",30,"YES","NO","YES",1,3,1,"NO","NO","No"
72,"NONE",7,"CRITICAL ACCOUNT","ELECTRONICS",730,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",46,"NO","YES","NO",2,2,1,"YES","NO","No"
73,"0 USD",8,"CRITICAL ACCOUNT","OTHER",1164,"up to 100 K USD","above 7 YRS","CT","NO","YES","NO","NO","NO","4","NO","YES",51,"YES","NO","NO",2,4,2,"YES","NO","No"
74,"0 to 200 USD",42,"CRITICAL ACCOUNT","RETRAINING",5954,"up to 100 K USD","4 to 7 YRS","NJ","NO","NO","NO","NO","NO","1 to 2 YRS","YES","NO",41,"YES","NO","YES",2,2,1,"NO","NO","No"
75,"0 USD",36,"EXISTING CREDITS PAID BACK","EDUCATION",1977,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",40,"NO","NO","YES",1,4,1,"YES","NO","Yes"
76,"0 USD",12,"CRITICAL ACCOUNT","USED CAR",1526,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",66,"NO","NO","NO",2,4,1,"NO","NO","No"
77,"0 USD",42,"EXISTING CREDITS PAID BACK","ELECTRONICS",3965,"up to 100 K USD","up to 1 YR","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",34,"NO","NO","YES",1,3,1,"NO","NO","Yes"
78,"0 to 200 USD",11,"DELAY IN PAST","ELECTRONICS",4771,"up to 100 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","NO",51,"NO","NO","YES",1,3,1,"NO","NO","No"
79,"NONE",54,"NONE TAKEN","USED CAR",9436,"UNKNOWN/NONE","1 to 4 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",39,"NO","NO","YES",1,2,2,"NO","NO","No"
80,"0 to 200 USD",30,"EXISTING CREDITS PAID BACK","FURNITURE",3832,"up to 100 K USD","up to 1 YR","NJ","NO","NO","YES","NO","NO","1 to 2 YRS","NO","NO",22,"NO","NO","YES",1,3,1,"NO","NO","No"
81,"NONE",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",5943,"UNKNOWN/NONE","up to 1 YR","PA","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",44,"NO","NO","YES",2,3,1,"YES","NO","Yes"
82,"NONE",15,"EXISTING CREDITS PAID BACK","ELECTRONICS",1213,"500 to 1000 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",47,"YES","NO","YES",1,3,1,"YES","NO","No"
83,"NONE",18,"EXISTING CREDITS PAID BACK","RETRAINING",1568,"100 to 500 K USD","1 to 4 YRS","CT","NO","NO","NO","NO","NO","4","NO","NO",24,"NO","YES","NO",1,2,1,"NO","NO","No"
84,"0 USD",24,"EXISTING CREDITS PAID BACK","OTHER",1755,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","NO","YES","4","YES","NO",58,"NO","NO","YES",1,2,1,"YES","NO","No"
85,"0 USD",10,"EXISTING CREDITS PAID BACK","ELECTRONICS",2315,"up to 100 K USD","above 7 YRS","CT","NO","YES","NO","NO","NO","4","YES","NO",52,"NO","NO","YES",1,2,1,"NO","NO","No"
86,"NONE",12,"CRITICAL ACCOUNT","RETRAINING",1412,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","YES","2 to 3 YRS","YES","NO",29,"NO","NO","YES",2,4,1,"YES","NO","No"
87,"0 to 200 USD",18,"CRITICAL ACCOUNT","FURNITURE",1295,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","1 to 2 YRS","NO","NO",27,"NO","NO","YES",2,3,1,"NO","NO","No"
88,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","EDUCATION",12612,"100 to 500 K USD","1 to 4 YRS","PA","NO","YES","NO","NO","NO","4","NO","YES",47,"NO","NO","NO",1,3,2,"YES","NO","Yes"
89,"0 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",2249,"100 to 500 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",30,"NO","NO","YES",1,4,2,"YES","NO","No"
90,"0 USD",12,"NONE TAKEN","OTHER",1108,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",28,"NO","NO","YES",2,3,1,"NO","NO","Yes"
91,"NONE",12,"CRITICAL ACCOUNT","ELECTRONICS",618,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",56,"NO","NO","YES",1,3,1,"NO","NO","No"
92,"0 USD",12,"CRITICAL ACCOUNT","USED CAR",1409,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",54,"NO","NO","YES",1,3,1,"NO","NO","No"
93,"NONE",12,"CRITICAL ACCOUNT","ELECTRONICS",797,"UNKNOWN/NONE","above 7 YRS","NY","NO","NO","NO","NO","NO","above 4 YRS","NO","NO",33,"YES","NO","YES",1,2,2,"NO","NO","Yes"
94,"above 200 USD",24,"CRITICAL ACCOUNT","FURNITURE",3617,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","YES","NO","4","NO","YES",20,"NO","YES","NO",2,3,1,"NO","NO","No"
95,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",1318,"above 1000 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",54,"NO","NO","YES",1,3,1,"YES","NO","No"
96,"0 to 200 USD",54,"NONE TAKEN","RETRAINING",15945,"up to 100 K USD","up to 1 YR","CT","NO","YES","NO","NO","NO","4","NO","YES",58,"NO","YES","NO",1,3,1,"YES","NO","Yes"
97,"NONE",12,"CRITICAL ACCOUNT","EDUCATION",2012,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",61,"NO","NO","YES",1,3,1,"NO","NO","No"
98,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","RETRAINING",2622,"100 to 500 K USD","1 to 4 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",34,"NO","NO","YES",1,3,1,"NO","NO","No"
99,"0 to 200 USD",36,"CRITICAL ACCOUNT","ELECTRONICS",2337,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","YES","NO",36,"NO","NO","YES",1,3,1,"NO","NO","No"
100,"0 to 200 USD",20,"DELAY IN PAST","USED CAR",7057,"UNKNOWN/NONE","4 to 7 YRS","CT","NO","YES","NO","NO","NO","4","NO","NO",36,"YES","YES","NO",2,4,2,"YES","NO","No"
101,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",1469,"100 to 500 K USD","above 7 YRS","NY","NO","NO","YES","NO","NO","4","YES","NO",41,"NO","YES","NO",1,2,1,"NO","NO","No"
102,"0 to 200 USD",36,"EXISTING CREDITS PAID BACK","ELECTRONICS",2323,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","NO",24,"NO","YES","NO",1,3,1,"NO","NO","No"
103,"NONE",6,"DELAY IN PAST","ELECTRONICS",932,"up to 100 K USD","1 to 4 YRS","CT","NO","NO","NO","NO","NO","2 to 3 YRS","YES","NO",24,"NO","NO","YES",1,3,1,"NO","NO","No"
104,"0 to 200 USD",9,"CRITICAL ACCOUNT","FURNITURE",1919,"up to 100 K USD","4 to 7 YRS","NY","NO","YES","NO","NO","NO","above 4 YRS","NO","NO",35,"NO","YES","NO",1,3,1,"YES","NO","No"
105,"NONE",12,"EXISTING CREDITS PAID BACK","USED CAR",2445,"UNKNOWN/NONE","up to 1 YR","NJ","NO","NO","YES","NO","NO","4","NO","NO",26,"NO","YES","NO",1,3,1,"YES","NO","No"
106,"0 to 200 USD",24,"CRITICAL ACCOUNT","OTHER",11938,"up to 100 K USD","1 to 4 YRS","NJ","NO","YES","NO","YES","NO","above 4 YRS","NO","NO",39,"NO","NO","YES",2,4,2,"YES","NO","Yes"
107,"NONE",18,"ALL CREDITS PAID BACK","NEW CAR",6458,"up to 100 K USD","above 7 YRS","NJ","NO","YES","NO","NO","NO","4","NO","YES",39,"YES","NO","YES",2,4,2,"YES","NO","Yes"
108,"0 to 200 USD",12,"EXISTING CREDITS PAID BACK","NEW CAR",6078,"up to 100 K USD","4 to 7 YRS","NJ","NO","YES","NO","NO","NO","2 to 3 YRS","NO","NO",32,"NO","NO","YES",1,3,1,"NO","NO","No"
109,"0 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",7721,"UNKNOWN/NONE","up to 1 YR","PA","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",30,"NO","NO","YES",1,3,1,"YES","YES","No"
110,"0 to 200 USD",14,"EXISTING CREDITS PAID BACK","RETRAINING",1410,"500 to 1000 K USD","above 7 YRS","PA","NO","NO","YES","NO","NO","2 to 3 YRS","YES","NO",35,"NO","NO","YES",1,3,1,"YES","NO","No"
111,"0 to 200 USD",6,"DELAY IN PAST","RETRAINING",1449,"100 to 500 K USD","above 7 YRS","PA","YES","NO","NO","NO","NO","2 to 3 YRS","NO","NO",31,"YES","NO","YES",2,3,2,"NO","NO","No"
112,"above 200 USD",15,"EXISTING CREDITS PAID BACK","EDUCATION",392,"up to 100 K USD","up to 1 YR","NY","NO","NO","NO","NO","NO","4","NO","NO",23,"NO","YES","NO",1,3,1,"YES","NO","No"
113,"0 to 200 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",6260,"up to 100 K USD","4 to 7 YRS","CT","NO","YES","NO","NO","NO","above 4 YRS","YES","NO",28,"NO","YES","NO",1,2,1,"NO","NO","No"
114,"NONE",36,"CRITICAL ACCOUNT","NEW CAR",7855,"up to 100 K USD","1 to 4 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","YES","NO",25,"YES","NO","YES",2,3,1,"YES","NO","Yes"
115,"0 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",1680,"500 to 1000 K USD","above 7 YRS","CT","NO","NO","YES","NO","NO","1 to 2 YRS","YES","NO",35,"NO","NO","YES",1,3,1,"NO","NO","No"
116,"NONE",48,"CRITICAL ACCOUNT","ELECTRONICS",3578,"UNKNOWN/NONE","above 7 YRS","NY","NO","YES","NO","NO","NO","1 to 2 YRS","YES","NO",47,"NO","NO","YES",1,3,1,"YES","NO","No"
117,"0 USD",42,"EXISTING CREDITS PAID BACK","ELECTRONICS",7174,"UNKNOWN/NONE","4 to 7 YRS","NY","NO","NO","NO","NO","NO","above 4 YRS","NO","NO",30,"NO","NO","YES",1,4,1,"YES","NO","Yes"
118,"0 USD",10,"CRITICAL ACCOUNT","FURNITURE",2132,"UNKNOWN/NONE","up to 1 YR","NJ","NO","NO","NO","YES","NO","above 4 YRS","YES","NO",27,"NO","YES","NO",2,3,1,"NO","YES","No"
119,"0 USD",33,"CRITICAL ACCOUNT","FURNITURE",4281,"500 to 1000 K USD","1 to 4 YRS","PA","NO","NO","NO","NO","NO","4","NO","NO",23,"NO","NO","YES",2,3,1,"NO","NO","Yes"
120,"0 to 200 USD",12,"CRITICAL ACCOUNT","NEW CAR",2366,"500 to 1000 K USD","4 to 7 YRS","CT","YES","NO","NO","NO","NO","above 4 YRS","NO","NO",36,"NO","NO","YES",1,4,1,"YES","NO","No"
121,"0 USD",21,"EXISTING CREDITS PAID BACK","ELECTRONICS",1835,"up to 100 K USD","1 to 4 YRS","CT","NO","NO","NO","NO","NO","2 to 3 YRS","YES","NO",25,"NO","NO","YES",2,3,1,"YES","NO","Yes"
122,"NONE",24,"CRITICAL ACCOUNT","USED CAR",3868,"up to 100 K USD","above 7 YRS","NY","NO","NO","NO","NO","NO","2 to 3 YRS","NO","NO",41,"NO","YES","NO",2,4,1,"YES","NO","No"
123,"NONE",12,"EXISTING CREDITS PAID BACK","FURNITURE",1768,"up to 100 K USD","1 to 4 YRS","CT","NO","YES","NO","NO","NO","2 to 3 YRS","YES","NO",24,"NO","YES","NO",1,2,1,"NO","NO","No"
124,"above 200 USD",10,"CRITICAL ACCOUNT","NEW CAR",781,"up to 100 K USD","above 7 YRS","NY","NO","YES","NO","NO","NO","4","NO","YES",63,"NO","NO","NO",2,3,1,"YES","NO","No"
